id, category_id,timestamp,title,url
95,6,31-07-2024,"Tháng 8, người nghỉ hưu nhận lương hưu vào ngày nào?",https://thanhnien.vn/thang-8-nguoi-nghi-huu-nhan-luong-huu-vao-ngay-nao-18524073110414205.htm
96,2,31-07-2024,Thứ trưởng Bộ KH-CN được chỉ định làm Phó bí thư Tỉnh ủy Quảng Ngãi,https://thanhnien.vn/thu-truong-bo-kh-cn-duoc-chi-dinh-lam-pho-bi-thu-tinh-uy-quang-ngai-185240731100740746.htm
97,6,31-07-2024,Phát hiện một người nước ngoài trôi dạt tại bãi triều ven biển Thái Bình,https://thanhnien.vn/phat-hien-mot-nguoi-nuoc-ngoai-troi-dat-tai-bai-trieu-ven-bien-thai-binh-185240731101004671.htm
98,6,31-07-2024,Xét xử 7 cựu nhân viên thu hồi nợ do cưỡng đoạt tài sản,https://thanhnien.vn/xet-xu-7-nhan-vien-thu-hoi-no-cong-ty-f88-cuong-doat-tai-san-185240731101231765.htm
99,6,31-07-2024,"Công an tỉnh Bình Thuận luân chuyển, bổ nhiệm nhiều lãnh đạo phòng nghiệp vụ",https://thanhnien.vn/cong-an-tinh-binh-thuan-luan-chuyen-bo-nhiem-nhieu-lanh-dao-phong-nghiep-vu-185240731092734219.htm
100,6,31-07-2024,Công an bơi thuyền tiếp tế lương thực cho dân nơi rốn lũ Hà Nội,https://thanhnien.vn/cong-an-boi-thuyen-tiep-te-luong-thuc-cho-dan-noi-ron-lu-ha-noi-185240731094804491.htm
101,2,31-07-2024,Ông Trần Duy Đông làm Chủ tịch UBND tỉnh Vĩnh Phúc,https://thanhnien.vn/ong-tran-duy-dong-lam-chu-tich-ubnd-tinh-vinh-phuc-185240731093102185.htm
102,6,31-07-2024,"Những quy định mới về giá đất, môi giới bất động sản, sở hữu nhà chung cư",https://thanhnien.vn/nhung-quy-dinh-moi-ve-gia-dat-moi-gioi-bat-dong-san-so-huu-nha-chung-cu-185240731085928777.htm
103,6,31-07-2024,Đà Nẵng: Sốt ruột với thủ tục xây dựng các công trình ứng phó thiên tai,https://thanhnien.vn/da-nang-sot-ruot-voi-thu-tuc-xay-dung-cac-cong-trinh-ung-pho-thien-tai-185240730220425346.htm
104,4,31-07-2024,Giúp du khách Nhật Bản tìm 60 triệu đồng trong túi xách rơi ở vịnh Đà Nẵng,https://thanhnien.vn/giup-du-khach-nhat-ban-tim-60-trieu-dong-trong-tui-xach-roi-o-vinh-da-nang-185240731072153972.htm
105,6,31-07-2024,Đà Nẵng giảm 9 phường: Cán bộ dôi dư sẽ được hỗ trợ ra sao?,https://thanhnien.vn/da-nang-giam-9-phuong-can-bo-doi-du-se-duoc-ho-tro-ra-sao-185240730224806129.htm
